bus,jan-09,feb-09,mar-09,apr-09,may-09,jun-09,jul-09,aug-09,sep-09,oct-09,nov-09,dec-09,jan-10,feb-10,mar-10,apr-10,may-10,jun-10,jul-10,aug-10,sep-10,oct-10,nov-10,dec-10,jan-11,feb-11,mar-11,apr-11,may-11,jun-11,jul-11,aug-11,sep-11,oct-11,nov-11,dec-11,jan-12,feb-12,mar-12,apr-12,may-12,jun-12,jul-12,aug-12,sep-12,oct-12,nov-12,dec-12,jan-13,feb-13,mar-13,apr-13,may-13,jun-13,jul-13,aug-13,sep-13,oct-13,nov-13,dec-13,jan-14,feb-14,mar-14,apr-14,may-14,jun-14,jul-14,aug-14,sep-14,oct-14,nov-14,dec-14
460,105493,96124,111988,110012,112715,113566,123598,126057,121475,122108,114922,117603,113942,108068,125118,122244,125458,127044,130501,127241,120994,121592,117728,114191,119019,110356,126566,126563,128078,130906,131300,138029,129668,132093,122773,128115,125504,122412,135001,128683,136364,137019,139654,142702,135192,142980,128477,132155,135222,129336,145847,139472,145921,141125,146960,150472,145516,153545,138465,138867,143399,127888,143511,140808,143533,138405,147412,147950,140205,151327,138579,138593
484,192361,177800,200595,195074,192509,188178,187274,183181,187696,208079,185560,77644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,90747,85612,92832,88152,87745,83544,76716,71173,74624,84054,72046,67350,68137,66840,76924,73726,70399,66896,62192,59272,62315,69550,66057,57667,63249,62044,70202,68788,69361,64154,31360,33948,35049,37170,34650,28539,31437,32130,34518,32361,34804,31433,31962,36363,33250,42021,35112,28140,35178,32500,31143,35926,34342,30030,32274,31284,31700,40066,32160,29847,34518,32160,32802,36300,33138,30198,31240,29274,30933,37950,29564,28420
487,65107,62944,72770,72410,67330,69544,96637,88968,96994,101795,91478,84956,88463,86052,99847,94526,92858,89714,84943,85591,90321,91609,89750,82494,93483,88052,101857,95934,98446,95000,88418,95865,96459,101445,94991,85109,91560,95429,99375,96456,104068,93000,92004,96834,93205,112047,93050,82720,100589,93716,99168,102200,100991,88694,92430,94680,93380,108742,91210,87994,98249,89548,97300,102774,95745,84662,86811,84648,88976,101695,89043,84118
490,142250,133568,153263,149742,140261,139968,138199,134385,145694,157253,137100,59703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,68322,66988,74094,71652,72537,75494,83280,83434,79806,79598,69482,69924,69312,68532,78646,77832,76953,81304,81645,81461,77613,74367,72533,66829,69847,64836,77328,77329,79748,83030,78594,82625,80391,77890,72974,71328,74419,72268,78831,75871,83078,81304,76179,83255,77456,83168,73269,67050,72719,69172,78576,77218,83094,80752,87458,91020,83448,86311,77020,74960,78951,71792,83083,81048,85576,80519,86764,87704,83248,84351,73596,72702
550,70619,65436,74683,70712,71072,71574,73505,72358,75486,79781,72692,72069,73370,73788,85233,82344,80401,80846,76809,78738,80595,80679,78409,71603,74557,72080,81897,77962,79052,79164,80528,84496,84198,85109,79256,76666,79523,77984,84372,80136,84543,62233,40016,43236,40600,45477,40561,38738,42081,40004,42956,43038,44778,40929,45021,45947,43994,47805,42385,41480,43212,39896,43242,43704,43059,40146,44020,43750,43460,47242,39984,39847
577,20400,20909,24407,23419,21162,21832,23739,22887,25525,24853,22367,23342,21777,23209,26365,26419,24688,25991,23165,23963,24302,25241,21970,16866,21884,23061,27416,27237,25769,23327,15289,17506,16986,17685,18302,15243,16631,18586,18595,17714,17802,15414,16040,18198,17319,21262,17989,13333,15291,15556,16804,17497,16506,14099,16126,16698,17700,21022,17020,16115,18546,19020,20328,20746,17682,14763,16192,16401,20979,22609,17081,16124
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,1955,2717,2811,2787,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,132567,126255,148624,139130,142127,140322,149211,143028,148871,154560,143388,146246,132492,129784,159324,162621,159059,167116,170696,175610,173552,187788,180543,178706,176068,169481,193160,185770,190703,187542,182642,185442,189873,192861,188333,192142,186524,185430,198923,187060,201970,186747,179988,210421,194988,206547,182858,184149,182469,181510,201561,200974,208193,201052,212423,221821,218542,232887,214955,226442,217160,209244,234598,230814,242510,209688,212636,220034,215657,235425,227909,228316
605,53393,49749,55905,55361,60788,69907,64016,65731,76803,65955,54700,51445,47562,51306,59360,56684,56349,54229,50302,50038,57821,59177,54206,42103,44869,56395,68551,60102,65019,55583,51578,52832,60324,68187,62377,55277,60097,65045,68802,62733,70842,57368,48258,57469,56588,65582,54560,46811,53982,54393,55074,57229,58726,45586,56490,63653,63896,69872,60915,53488,60753,60980,66912,65074,67035,54752,54213,57538,60020,69147,61182,59253
607,1526,1579,1839,1691,1981,1475,1265,1247,2001,1821,1668,1285,1275,1769,2302,2200,2350,1769,1591,2431,3145,2854,2520,1551,1029,1234,1579,1273,1378,1168,838,985,1042,1074,1289,927,1101,1133,1259,1169,1490,1179,1326,1202,1422,1532,1396,997,1231,1198,1224,1688,1656,1141,1650,1782,2020,2323,1960,1736,1958,2020,2415,2046,2079,1659,1518,1365,2016,2277,1596,1510
608,1241,975,1318,1150,1324,1162,1027,874,1058,1117,871,936,977,1075,1226,1225,1079,1120,1374,1822,1935,1701,1933,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,70051,65824,74021,71612,71437,70252,73056,71349,71516,73218,67724,65941,60614,59336,69144,65236,67050,68448,65791,66596,63328,62726,58358,53925,52090,50292,56748,55926,57024,55946,54719,55950,53643,53031,48441,50680,50026,49013,52367,51274,54393,52871,50921,54212,52553,57203,49822,47631,51013,49148,54236,53636,56276,52337,51446,53419,52124,55773,49780,48001,48059,46396,51812,51886,53118,48642,48787,49282,49017,51787,46088,45697
612,58236,53444,63119,61172,62012,61152,58345,60181,62196,63148,59360,55082,53403,51432,58222,54562,56324,55540,52674,54020,53795,53308,50580,44622,43404,40900,46076,44362,45741,43832,40704,43110,43049,42514,40689,40572,39684,40308,41441,40709,44932,42366,44027,45955,45214,48057,41686,38134,41612,39228,41825,43170,45072,42742,46649,47096,45102,47061,43240,42936,43778,41336,46775,44590,46575,40830,42396,44415,44305,46379,42434,40695
620,17073,16580,18678,17842,16640,16698,14858,13797,15981,17028,13500,14446,13340,14560,16767,16852,15360,16368,15351,15752,14889,15540,15057,9723,6321,5840,7199,6447,6615,6776,5540,6440,6384,6048,5817,5019,5355,5796,6116,5565,5940,5496,5271,6118,5453,6486,5334,4530,5368,4940,5061,5654,5632,4570,4664,5654,5000,5773,4180,4548,4752,4540,4956,5456,5334,4410,4818,4998,5145,5612,4503,4728
625,2896,2993,3199,3867,3662,4499,4600,4443,4342,4838,4078,3771,3873,3302,4101,3581,3819,4123,4213,4681,4470,4328,4138,4546,5657,5372,6492,5362,5514,5947,5226,5942,5182,4995,4792,4239,4869,4860,5446,5112,5756,5656,5357,5737,5183,6047,4915,4354,5037,4624,5396,5350,5584,5466,7392,6842,6940,7199,6340,6020,6798,5960,6594,7282,6930,6804,7722,6951,6720,7590,6023,6120
626,4009,4049,3707,3248,2970,3290,3192,3011,3021,3222,2929,2625,2858,2754,3226,3383,2588,2709,3361,3683,3659,3630,3739,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0,0,0,0,0,0,13616,12852,16590,17952,17340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,3612,4522,6034,5305,6844,4847,5001,4088,7111,7346,6082,4974,3277,5161,5908,5956,5886,4232,4967,5072,9158,9086,9541,5982,4083,7238,9558,7626,8989,4265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,8295,9880,10186,9680,9720,10802,9361,8190,11634,12870,11360,11144,8760,10560,12489,11726,11080,11154,8694,9790,11634,12852,11508,11745,11865,11780,14099,12411,13692,10824,7900,9890,12600,13587,12159,11277,12285,12957,13332,12579,13618,10358,8967,13639,12483,15410,13839,10160,13156,12300,12327,14652,13948,10095,10670,13992,13280,16054,12800,12524,12958,13660,14490,14344,16044,10038,0,0,0,0,0,0
657,0,0,0,0,0,659,358,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,20454,18964,22082,21014,21685,21730,20587,19014,22249,24974,22830,20233,21251,21872,24828,24162,22944,21814,17341,16994,18711,20244,19278,16199,18384,17396,20615,19256,19823,19026,15078,16725,18358,19356,18247,15412,17228,18731,18666,17612,19536,16527,15774,17832,17260,20591,17417,13936,18412,17904,17284,19054,19563,15765,16014,17127,16652,19688,17605,16370,18742,18444,19721,19526,19448,15281,14761,16785,17317,19870,17097,15372
685,12726,13360,16962,15488,14740,14410,13156,10878,16989,16984,13820,12245,9960,13140,17250,14190,13560,11528,10710,10142,14595,13650,13125,10352,9786,11180,15732,12453,13860,10274,8440,9752,14364,13944,13650,10185,9198,13083,16236,13545,15048,10501,9786,10856,16853,19228,16338,11820,10516,14500,18648,17424,19382,12230,12210,10934,19100,20976,16240,14406,13464,14620,19446,18150,17955,13461,13090,12537,19488,20447,15979,12250
687,60802,56592,64919,60840,64246,61298,60164,55363,62398,65411,60948,56381,48209,47160,55967,52082,52775,53000,46231,45169,49814,48935,48435,46606,45956,44956,52683,50456,51594,49920,46728,48349,53419,53057,48753,47231,46992,46562,53705,48986,52733,48986,47030,48984,50769,53822,48792,45588,51977,48544,51578,51246,49231,46474,48031,47298,50116,53367,47145,43373,45859,44344,48201,50436,46438,41551,42955,44207,47100,48308,43641,41442
704,335027,311088,362692,339242,349114,345214,351946,339989,356341,353674,322160,313304,306197,305600,349711,333380,333706,333642,335341,339351,343682,351013,326489,299967,299458,291848,331179,315312,320963,313812,319130,325969,329977,331905,305834,301659,306585,305686,321412,307167,318120,297097,290811,323484,309913,337352,292492,280592,299375,284924,310495,305178,315900,288591,301548,320510,305464,316117,277260,278421,291956,281136,305885,302652,303604,283134,290686,303960,298418,302834,270632,296469
705,170688,164720,186428,181830,165900,177980,174409,160986,172872,179850,166000,169025,145760,157140,185817,176572,158440,176594,161259,170654,176925,170478,168252,169152,162330,161660,193016,170877,178143,182578,151220,178043,178899,176778,172368,161280,161070,172053,188122,168021,186626,167906,154287,175398,153881,189543,165732,147400,167772,162720,168630,177958,181544,152255,164582,174020,165480,190210,156000,159625,167112,156240,169134,172502,167013,148722,144650,144186,147588,165301,135907,148194
710,161277,151092,184014,171292,173835,174376,180260,169485,189265,200863,179492,176912,153820,168140,201182,184462,179375,180084,169385,170190,187130,188512,180295,168554,165093,169640,197745,180718,184119,181270,157220,173966,186883,189494,180589,171072,164133,181090,199987,174507,192368,180762,168271,193103,192404,224123,196220,180833,189256,196700,211043,204490,213178,184317,193272,211275,212180,241797,208215,202100,213692,217268,223058,226190,218445,190202,192256,199852,214360,230495,182336,180942
711,144170,131660,156567,146870,148040,140436,110975,101703,107772,114202,104480,101701,87960,95100,116242,105490,99540,103598,95319,99286,102396,99309,99750,39016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,100464,99500,114730,110000,104360,110132,88918,78309,88326,92334,82220,77665,68680,75560,88803,83050,76000,79068,67347,70928,73542,74361,71778,28096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,85869,82980,94952,89672,89780,93940,94806,86121,95235,102476,92380,98009,87100,94080,112401,102630,94420,100936,90510,93940,100716,100086,96537,39128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,1013900,943784,1055398,1018572,1020243,1014536,1088268,1061187,1032750,1038645,953326,955005,940004,912540,1055298,1015824,1026293,1011104,1046132,1052829,1021315,1014723,969912,985031,1055668,995596,1135942,1094220,1097420,1095982,1124232,1160293,1110843,1123338,1052244,1064209,1086691,1076622,1143356,1097467,1159779,1131928,1153492,1198413,1100510,1175292,1057729,1011492,1088472,1031464,1128658,1122812,1145781,1085513,1146844,1167879,1089510,1165258,1053710,1061396,1105223,1020336,1115072,1094346,1104187,1065673,1122522,1109618,1056451,1116098,996093,997822
724,79863,75080,86174,84722,78060,82984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,174384,167820,192808,187528,173740,190718,193844,179802,186333,189442,171320,174346,160680,170600,201342,191026,180220,192588,170604,173800,173607,174783,169680,160650,150234,148300,171787,152418,154455,160314,134940,150949,143493,141183,137571,134736,138138,142863,149820,135786,145772,130418,120204,132733,115938,143428,126189,111190,125752,119780,129738,141394,138754,120725,128744,134442,124840,141266,119420,120399,128920,119360,131271,131538,128877,118167,122826,120141,120750,130594,106685,117004
730,118020,114140,131340,132308,115860,123200,113873,102900,114618,115764,104480,108589,91580,98820,121440,115214,104980,112332,101094,100276,103194,105651,106218,104519,97566,100540,118496,107058,108780,110132,93900,105938,100800,97524,98133,95403,90405,96033,103994,95991,104214,51359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346450,355952,351466,336442,324952,310949,336434,321260,370424,368763,376218,377462,384926,379571,371586,378935,344742,348950,360306,351194,381958,366530,390266,369652,366545,387462,371191,381435,333171,328402,346339,332280,369282,365846,374229,361155,366627,386349,361232,370100,336400,336719,346638,319276,366947,356726,375293,346347,351750,358192,345184,345815,317116,321581
734,98595,96520,114664,109516,100600,107360,80569,72534,81375,88044,78760,88718,83720,93480,111389,106282,95380,101310,80346,83556,89376,87066,86898,76932,72345,73960,87676,76986,78498,80454,62480,68954,72051,74235,72744,67284,69636,75390,79860,69426,77000,73834,76272,86894,77900,95680,83286,70320,78628,79160,81837,85954,83666,72480,79288,85382,82040,91724,72720,69131,72776,72540,79926,80080,77490,69048,71280,70392,75495,83605,65702,98188
740,236695,224864,249182,243444,237090,244384,230944,225409,232336,251790,222528,224072,203240,210704,242198,230422,220080,228966,213215,210440,213774,214335,207501,198396,199334,198768,228000,216238,213996,216816,180225,196791,193193,199618,187782,187355,181063,193288,204789,181900,191142,144648,89363,102776,99020,114760,102107,91256,87222,86512,94140,91176,93472,84644,85854,90063,86456,97638,87535,83341,84992,82860,86929,86602,87303,77720,77098,80885,79869,86280,67935,71100
741,65310,69720,78892,72886,65940,64812,56994,53298,63546,66154,55860,57250,50720,59480,68839,61094,57500,57046,51261,55044,65079,64302,63231,55977,53844,59820,70311,62433,64092,59136,48580,58995,66906,66612,68649,56721,57750,66570,70422,60669,64680,54675,51072,59432,60648,74658,64050,50590,52690,60940,63693,66220,63074,51070,59906,66484,74360,87837,68660,61881,63756,69320,73185,69762,67263,56280,56672,59871,74697,81765,62624,32270
745,219338,209196,237833,230664,228927,229174,216576,211593,213346,224315,211506,208859,198571,204100,233681,220080,219291,213590,190621,188984,192923,197902,192392,185802,192886,189564,212307,203938,206225,201056,182144,186733,189573,195902,184714,184966,182566,187892,195802,178061,190883,181890,168542,179781,170745,194620,174882,165535,177764,169332,175580,173072,179781,166365,181505,190111,184440,199393,180055,176670,180261,169792,189348,184334,186975,170154,167690,172265,169440,179947,163314,162070
750,164107,152052,173970,161730,163477,164498,165412,163818,163015,175303,156122,151812,141605,139840,163358,154550,147248,153736,139478,141271,136897,141632,130653,116160,100758,96440,111435,99939,101745,102080,94740,110492,104832,104265,98973,91455,96222,101451,108504,100548,110946,94276,95151,110722,95570,119784,106155,90160,105050,96680,105567,108944,112112,97190,104346,109186,102820,118772,94820,96617,103906,94640,101724,106392,101304,90741,93918,94542,92715,102396,82213,80644
751,146045,142044,160834,156780,151005,157930,145404,145054,144698,154060,141336,146184,137905,139776,162225,149450,144515,154870,143696,143232,144651,140173,138175,132497,140211,139320,161576,146998,146597,149526,121420,138874,135555,134526,131901,125748,130788,136647,145134,130893,144980,125925,103383,115460,101650,128501,112392,98480,113278,109360,117621,128018,126456,107370,119284,124762,117560,137517,116440,113324,119372,113520,119721,121000,116676,104685,104764,104076,106071,120060,96159,101690
753,63273,63140,72182,73656,70320,74096,72427,63882,66486,73040,65740,62782,52400,57260,70265,68486,63260,68398,60417,62568,59220,59640,58149,23464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,589783,549788,620472,587246,597511,589558,575312,570650,592618,615034,558744,539446,532128,549708,624987,594426,592345,588524,558033,571150,588477,589825,562993,529118,552431,544808,617255,584258,590613,588148,542700,565779,587127,602191,563460,541021,560068,570108,601511,557861,597676,567046,540219,581622,560699,624124,551714,511848,547397,536856,571405,573474,582461,521810,536289,566269,553322,593850,528150,523065,543456,524888,574009,555226,560528,509843,519635,538237,544751,585328,523775,511777
757,289568,271296,311187,303832,308621,300316,304606,295008,309143,315616,288614,277726,267894,275052,318445,299204,299546,296152,284148,290954,301014,304419,282595,267822,263760,257592,295755,277274,292672,292008,250540,292790,287742,287700,288834,277704,279594,294546,314622,285348,318736,288262,270837,310178,275443,341803,290409,261000,297396,294040,299481,312994,312510,266320,274186,289300,279740,324024,264480,282612,309628,295580,313026,314842,306663,280056,286572,281925,295953,330211,266095,288232
760,215097,202892,234786,222570,219628,221800,225948,217151,220613,228148,215964,214705,205950,209724,246751,230028,232822,236578,226256,230787,223703,221934,216013,213889,218018,209384,237322,228907,234388,228226,149325,168102,160239,159428,151817,149519,151177,157557,169062,154524,168264,152833,134452,153422,136296,155558,137954,130663,139234,139968,147338,151370,151652,135629,139994,145664,133280,155460,137925,137020,141762,135824,146267,147252,147880,133353,133968,131950,132286,145672,121864,123412
761,293254,276556,311454,296484,300260,292266,298989,299400,297217,311986,281298,289312,275921,275128,322439,307826,306774,304826,297961,301134,296819,295927,279897,270380,275584,263928,297635,288971,293397,290518,297440,317651,305023,304017,282717,279788,286767,292120,310382,295815,316968,307665,309147,327187,300728,343828,304477,281171,299351,290580,315954,322426,326441,298123,312833,321380,307288,330352,291265,290014,309557,288404,322406,316802,321980,298874,305185,304675,295857,320070,275007,125038
762,125193,123584,141314,136270,128545,130734,127126,120716,140141,147885,131308,125462,109420,118536,143289,134296,127240,125534,114404,110758,123511,122104,118906,103623,97104,102340,117323,103845,110544,104214,92520,102603,109011,110061,105504,95298,97020,108381,117612,102333,115368,95080,88662,97980,94905,112815,96663,81220,95590,98660,100695,106326,104456,84930,89452,91322,97280,113275,93100,89265,95326,95540,102648,104280,99687,89964,90904,86520,100569,106582,89528,86948
770,220089,215916,245740,243338,228120,237530,225791,215176,231334,247941,212868,208593,196205,207040,246324,232460,222040,220550,213288,210068,215284,217123,210104,195614,199797,201076,232835,213703,215292,209072,197255,214558,212451,213487,206270,199945,200208,213102,227552,207093,220694,209306,196879,210671,197347,232076,203060,183215,201650,201128,213429,215066,215712,192102,202256,209945,201200,227869,199305,190396,200836,194860,215270,212624,207614,192473,195632,192612,198933,216724,179351,176204
780,240544,223144,259805,245146,241633,244788,254555,233771,259386,280557,253408,254801,234415,247200,288749,267872,256923,262560,234662,234290,246565,253572,244712,227334,207501,205060,245548,218568,220437,233354,197080,219282,227577,228501,222894,202419,205548,212100,234652,211407,234322,219040,212100,235658,214054,262775,220395,203780,230890,216480,226968,244794,241604,209810,220022,227062,224840,260935,216240,214143,227392,212200,225519,231308,217518,201936,208032,206472,217203,240143,192128,198440
794,86478,81940,96712,96844,89520,95612,163727,166992,165784,173568,167358,145103,120617,123604,148678,142242,138507,138978,144028,150683,147436,146573,142344,131461,133719,127812,145535,143162,142696,144742,99060,117415,114198,114702,108024,106176,107457,111111,118866,106911,118822,107540,107520,122682,102999,128754,115080,103060,121682,116680,120435,126500,123178,108325,121352,125246,115260,134803,112260,110507,115302,108980,117369,120516,111237,106071,106150,103740,105756,116610,95855,102574
901,526733,518520,592152,555258,567460,562648,563702,551484,626251,639045,574600,547537,520765,555960,647674,614882,620071,580798,581622,586118,634122,622273,584546,538243,551390,580244,668543,622661,662097,603440,591179,630899,683456,693594,640247,594332,604708,677504,715843,646140,710304,643151,696205,758307,778965,871731,752075,673234,703301,744756,805143,793522,830001,711197,737570,763688,793448,860764,744785,676232,664333,729332,816568,766962,782359,675901,677608,669890,761374,816033,698375,683475
902,0,0,0,0,0,0,0,0,0,0,0,41314,71780,83720,99912,94622,88420,91234,79821,85228,90090,92505,88053,84228,85428,88220,104558,92169,96768,94424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,0,0,0,0,0,0,0,0,0,0,0,61982,151861,156508,182394,176222,173600,178230,181548,185553,183803,195158,174548,168607,190435,184132,214980,213470,219637,215192,222094,249158,246372,268554,249283,226686,252953,259557,273354,265667,281485,262435,272000,293763,274182,352663,320328,265870,308467,294604,306122,318610,322250,291971,312698,319833,306662,372158,317050,301049,348398,325752,346943,362494,362368,327410,347981,343610,350086,399878,336784,327260
920,75999,70600,80344,77748,72880,78826,75624,69048,71232,73128,64340,61475,59840,54840,65435,62656,58740,63800,61950,64262,63231,66507,65877,25128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All,30580085,28778916,32963302,31471512,31665879,31242816,31233738,30359286,31208520,32487588,29816960,29174539,27816661,28043658,32608994,31082930,31216542,30926539,29619433,29836011,30100295,30378949,28932370,27659766,28581220,27820713,31773482,30448725,31367580,30735182,28974201,30336164,30554067,31111034,29195092,28707109,29124065,29497770,31467904,29494708,31768763,29743121,28908836,31071556,29750924,32712793,29046614,27483168,29386200,28514044,31025820,31059181,31723193,28821701,30019870,31292483,30481952,32808584,29182055,29004415,29748496,28303852,31150390,30579856,30936094,27956197,28698306,29357120,29222568,31070146,27574037,27461076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
